key,value,eventTime,arrivalTime,processedTime
159471718,98,0,3,0
159471718,98,5114,5115,0
159471718,98,10229,10233,0
159471718,98,15344,15345,0
159471718,98,20459,20460,0
159471718,98,25574,25575,0
159471718,98,30689,30690,0
159471718,98,35804,35805,0
159471718,98,40919,40920,0
159472740,19,4469421,4469422,0
161570916,47,5404598,5404599,0
161570916,47,5409387,5409388,0
162622566,59,5413060,5413064,0
161570916,47,5414176,5414177,0
162622564,49,5414986,5414987,0
162622566,59,5417924,5417925,0
161570916,47,5418965,5418966,0
162623588,28,5419777,5419779,0
162622564,49,5419786,5419788,0
162622566,59,5422788,5422789,0
161570916,47,5423754,5423755,0
162623588,28,5424444,5424445,0
162622564,49,5424586,5424587,0
157379684,58,5425067,5425068,0
158427236,54,5425442,5425445,0
162622566,59,5427652,5427653,0
161570916,47,5428543,5428545,0
162623588,28,5429111,5429112,0
162622564,49,5429386,5429387,0
157379684,58,5429926,5429927,0
158427236,54,5430273,5430274,0
162622566,59,5432516,5432517,0
161570916,47,5433332,5433333,0
162623588,28,5433778,5433780,0
162622564,49,5434186,5434187,0
157379684,58,5434785,5434794,0
158427236,54,5435105,5435107,0
162619491,16,5436295,5436297,0
162622566,59,5437380,5437381,0
158425191,97,5437599,5437601,0
161570916,47,5438121,5438122,0
162623588,28,5438445,5438446,0
159473763,14,5438923,5438925,0
162622564,49,5438986,5438997,0
157379684,58,5439644,5439645,0
162619491,16,5440887,5440888,0
157378660,53,5441864,5441865,0
157378661,23,5441947,5441960,0
162622566,59,5442244,5442276,0
158425191,97,5442708,5442709,0
161570916,47,5442910,5442911,0
162623588,28,5443112,5443126,0
159473763,14,5443499,5443508,0
162622564,49,5443786,5443795,0
157379684,58,5444503,5444504,0
158426214,24,5444803,5444806,0
162619491,16,5445479,5445489,0
157378661,23,5446582,5446583,0
157378660,53,5446691,5446693,0
162622566,59,5447108,5447109,0
161570916,47,5447699,5447701,0
162623588,28,5447779,5447780,0
158425191,97,5447817,5447818,0
159473763,14,5448075,5448076,0
162622564,49,5448586,5448595,0
157379684,58,5449362,5449363,0
158426214,24,5449443,5449444,0
162622563,88,5450055,5450056,0
162619491,16,5450071,5450073,0
157378661,23,5451217,5451218,0
157378660,53,5451518,5451521,0
162622566,59,5451971,5451972,0
162623588,28,5452446,5452449,0
161570916,47,5452488,5452489,0
159473763,14,5452651,5452652,0
158425191,97,5452926,5452927,0
162622564,49,5453386,5453387,0
158426214,24,5454083,5454088,0
157379684,58,5454221,5454222,0
162619491,16,5454663,5454664,0
162622563,88,5455106,5455107,0
157378661,23,5455852,5455853,0
157378660,53,5456345,5456346,0
162622566,59,5456835,5456836,0
162623588,28,5457113,5457114,0
159473763,14,5457227,5457228,0
161570916,47,5457277,5457278,0
158425191,97,5458035,5458036,0
158425188,13,5458083,5458084,0
162622564,49,5458186,5458205,0
158426214,24,5458723,5458724,0
157379684,58,5459080,5459081,0
162619491,16,5459255,5459268,0
162622563,88,5460157,5460160,0
